POOL_NAME,PLATFORM,COUNT(TX_HASH)
ETH-DXN 10000 200  UNI-V4 LP,uniswap-v4,889
0x38f...c30e-WETH,uniswap-v2,46
0x97b...2b1a-WETH,uniswap-v2,17
ETH-ROCK 3000 60  UNI-V4 LP,uniswap-v4,299
OCP404-WETH,uniswap-v2,32
WETH-cUSDT,uniswap-v2,20
MULE-WETH,uniswap-v2,13
UwU-WETH 3000 60 UNI-V3 LP,uniswap-v3,162
WETH-MWS,uniswap-v2,4
MORPHI-WETH,uniswap-v2,16
WETH-rFIS,uniswap-v2,28
Yama-USDC,uniswap-v2,17
GBDT-WETH,uniswap-v2,8
MCC-WETH,uniswap-v2,32
ETH IS FOR EVERYONE-WETH,uniswap-v2,13466
0x193...14f4-WETH,uniswap-v2,462
WETH-Adam,uniswap-v2,16
COVFEFE-WETH,uniswap-v2,3
XRP 2-WETH,uniswap-v2,25
CHELON-WETH,uniswap-v2,501
WETH-KIRU 10000 200 UNI-V3 LP,uniswap-v3,73
ARAGO-WETH,uniswap-v2,413
WETH-THUG,uniswap-v2,107
ARCX-WETH 10000 200 UNI-V3 LP,uniswap-v3,28
PRINT-USDC,uniswap-v2,11
DIMA-WETH,uniswap-v2,29
WETH-CORGI,uniswap-v2,108
McMaga-WETH,uniswap-v2,7
WHOGE-WETH,uniswap-v2,398
HIFI-KABOSU,uniswap-v2,59
mTSLA-WETH,uniswap-v2,10
CTSI-KABOSU,uniswap-v2,55
VRC-WETH,uniswap-v2,8
WOLFEI-WETH,uniswap-v2,38
WETH-STORE,uniswap-v2,7
WMT-WMT,uniswap-v2,1
QFI-WETH,uniswap-v2,8
DEW-WETH 10000 200 UNI-V3 LP,uniswap-v3,1
FKYN-VYBN 10000 200 UNI-V3 LP,uniswap-v3,14
$OGF-WETH,uniswap-v2,69
Z69-ZOE 10000 200 UNI-V3 LP,uniswap-v3,15
NABA-WETH,uniswap-v2,373
WETH-TROAR,uniswap-v2,5
FRAX-USDC 3000 60 UNI-V3 LP,uniswap-v3,26
DAWN-USDT,uniswap-v2,201
HeQet-WETH,uniswap-v2,183
WETH-MATT,uniswap-v2,10
WETH-DOGESNEAKERS,uniswap-v2,17
WETH-SHK,sushiswap,49
PETER-WETH,uniswap-v2,108
PEPEV2-WETH 10000 200 UNI-V3 LP,uniswap-v3,221
GenIm-WETH,uniswap-v2,21
FOREVER-WETH,uniswap-v2,2542
KAITO-WETH 3000 60 UNI-V3 LP,uniswap-v3,13
4K-KB 100 1  UNI-V4 LP,uniswap-v4,54
XEN-WNT,uniswap-v2,11
WETH-0xd16...ae32,uniswap-v2,176
WR5-USDT,uniswap-v2,13
ETH-DAI 500 10  UNI-V4 LP,uniswap-v4,447
BCRED-pepecoin 3000 60  UNI-V4 LP,uniswap-v4,670
YFIM-USDT,uniswap-v2,4
USDC-SYNR,uniswap-v2,44
AKITA-SOTU,uniswap-v2,50
ALLN-SHIB 3000 60 UNI-V3 LP,uniswap-v3,53
DIESEL-WETH,uniswap-v2,33
0x116...ce18-WETH,uniswap-v2,7
WBTC-YBTC 100 1 UNI-V3 LP,uniswap-v3,114
0x479...fbf1-WETH,uniswap-v2,93
0x0b5...df43-WETH,uniswap-v2,39
ETH-RIC 3000 60  UNI-V4 LP,uniswap-v4,118
🐹ETHAMY-WETH,uniswap-v2,80
0x837...9ece-WETH,uniswap-v2,12
Wencoin-WETH,uniswap-v2,475
NAVYSEAL-WETH,uniswap-v2,49
0x1c4...03c1-WETH,uniswap-v2,155
0x652...bbb9-WETH,uniswap-v2,12
TSUKA-転生 10000 200 UNI-V3 LP,uniswap-v3,98
FOLO-WETH,uniswap-v2,120
0x0b6...a406-WETH,uniswap-v2,19
2BTC,balancer,84
USDT-BTCS,uniswap-v2,10
WHL-WETH,uniswap-v2,12
PUNK-BASIC-NFTX,sushiswap,21
$CROAK-WETH,uniswap-v2,5
KOAC-WETH,uniswap-v2,92
WETH-8008,uniswap-v2,215
GOWOKE-WETH,uniswap-v2,49
mDAI-DAI,uniswap-v2,18
GRRR-WETH,uniswap-v2,57
VIRTUAL-WETH,uniswap-v2,2900
WETH-LOFI,uniswap-v2,425
WETH-VILLAGE,uniswap-v2,7
15F-WETH,uniswap-v2,13
AriaDebutLP-USDT 10000 200 UNI-V3 LP,uniswap-v3,10
Punkdog-WETH,uniswap-v2,3
DOGEXI-WETH,uniswap-v2,14
Bunnydog-WETH,uniswap-v2,1
REDnote-WETH,uniswap-v2,622
WETH-米莱迪,uniswap-v2,135
WETH-DELREY,uniswap-v2,97
0x9f2...5f77-WETH,uniswap-v2,18
0x8ca...7c37-WETH,uniswap-v2,824
0x253...3a79-WETH,uniswap-v2,574
DKIM-WETH,uniswap-v2,92
CZZ-WETH,uniswap-v2,1
KITTY-WETH,sushiswap,21
SLEEP-WETH,uniswap-v2,40
WBTC-PAXG 10000 200  UNI-V4 LP,uniswap-v4,44
E280-X28,uniswap-v2,186
PEPEOPLE-WETH,uniswap-v2,117
CC-WETH,uniswap-v2,708
HAPE-WETH,uniswap-v2,205
ALEXANDER-WETH,uniswap-v2,248
HYPER-USDC 500 10  UNI-V4 LP,uniswap-v4,17
WETH-0xd02...5d24,uniswap-v2,8
0xG-WETH,uniswap-v2,2
SPAZ-WETH,uniswap-v2,25
ETH-SANJAY 10000 200  UNI-V4 LP,uniswap-v4,65
ETH-WBTC 100 1  UNI-V4 LP,uniswap-v4,126
WETH-QCS,uniswap-v2,18
IDRT-WETH,sushiswap,274
COMP-WETH,hashflow-v3,14
buidl-FARM,uniswap-v2,39
DREM-WETH,uniswap-v2,20
ALBERT-WETH,uniswap-v2,8
4847-WETH,uniswap-v2,45
ETH-STONE 5999 120  UNI-V4 LP,uniswap-v4,1
0x030...f382-WETH,uniswap-v2,2
WETH-STAR10,uniswap-v2,1313
WIF-SLACK,uniswap-v2,79
DOGPAD-WETH,shibaswap,5
TSC-WETH,shibaswap,3
TRR-USDT,shibaswap,7
WETH-HEEL,shibaswap,2
WETH-IDEA,dodo-v2,25
HEAVEN-WETH,uniswap-v2,1046
WETH-ETR,uniswap-v2,1
WETH-PANICAN,uniswap-v2,717
WETH-0xd4d...d405,uniswap-v2,23
ENI-WETH 10000 200 UNI-V3 LP,uniswap-v3,6
WSBE-WETH,uniswap-v2,11
SGS-WETH 3000 60 UNI-V3 LP,uniswap-v3,10
KFC-WETH,uniswap-v2,7
CZM-WETH,uniswap-v2,9
HLC-WETH,uniswap-v2,5
0x8af...cfd1-WETH,uniswap-v2,6
ZOOM-WETH,uniswap-v2,37
HARRIS-WETH 10000 200 UNI-V3 LP,uniswap-v3,47
BABYANDY-TrumpBucks,uniswap-v2,10
TSYM-WETH,uniswap-v2,2
XTER-WETH,uniswap-v2,113
INFRAQ-WETH,uniswap-v2,1
PEPE-ABDS 10000 200 UNI-V3 LP,uniswap-v3,8
DEFLCT-WETH,uniswap-v2,14
oDOGE-WETH,uniswap-v2,196
WETH-SPHINX,uniswap-v2,1
TRUMP2032-WETH,uniswap-v2,1208
ETH-EPIC 10000 200  UNI-V4 LP,uniswap-v4,113
OGz-WETH,uniswap-v2,40
SPOOKS-WETH,sushiswap,2
熊猫人表情包-WETH,uniswap-v2,7
DAI-USDC 0 10 0x0010d0d5db05933fa0d9f7038d365e1541a41888 UNI-V4 LP,uniswap-v4,59
WETH-WHITEBEAR,uniswap-v2,11
USDT-QUICK,dodo-v2,26
ZNET-WETH,uniswap-v2,37
VR-WETH,uniswap-v2,6
0xb6d...0ed2-WETH,uniswap-v2,2
MDF-WETH,uniswap-v2,21
fwUSDC-fwUSDe 500 10  UNI-V4 LP,uniswap-v4,73
ETH-transfer/cosmoshub-0/transfer/channel-1337/aseda 3000 60  UNI-V4 LP,uniswap-v4,36
WETH-HAVOC 2.0,uniswap-v2,1
OKAYAI-WETH,uniswap-v2,73
LINK-USDC,dodo-v1,14
ETH-$MaxETH 3000 60  UNI-V4 LP,uniswap-v4,4
RAFF-WETH,uniswap-v2,4
WETH-MOOCOW,uniswap-v2,1952
cbETH-WETH,pancakeswap-v2,37
YFO-WETH,uniswap-v2,19
Okinami-TREAT 10000 200  UNI-V4 LP,uniswap-v4,30
ETH-PEAS 100 1  UNI-V4 LP,uniswap-v4,4
JKPT-WETH,uniswap-v2,22
WETH-USDPEPE,uniswap-v2,29
WETH-WETH,uniswap-v2,100
WETH-HDR,uniswap-v2,7
WETH-FUZZ,uniswap-v2,6
LOGAN-WETH,uniswap-v2,31
PANDABOT-WETH,uniswap-v2,3
WETH-TITUS,uniswap-v2,369
TECHNOKING-WETH,uniswap-v2,469
DOGEDAY-WETH,uniswap-v2,52
WETH-MOGU,uniswap-v2,5
ELONGD-WETH,uniswap-v2,31
PIXEL-WETH 10000 200 UNI-V3 LP,uniswap-v3,37
0x410...d5fc-WETH,uniswap-v2,1
WETH-Swarm,uniswap-v2,20
NEINEI-WETH,uniswap-v2,8
GNOCCHI-WETH,uniswap-v2,1675
SUSHI-xSUSHI,sushiswap,10
WETH-$GOLD,uniswap-v2,4
Yfic-USDT,uniswap-v2,5
COOKIES-WETH,uniswap-v2,14
Poseidon-WETH,uniswap-v2,566
DubaiLoop-WETH,uniswap-v2,17
WETH-♻️YeldAi,uniswap-v2,14
iPEPE-WETH,uniswap-v2,344
GIB-WETH,uniswap-v2,443
0x462...af3f-WETH,uniswap-v2,151
WETH-DCMC 10000 200 UNI-V3 LP,uniswap-v3,11
0xb6f...1dc8-WETH,uniswap-v2,2
SKYAI-WETH,uniswap-v2,2491
WETH-OL,uniswap-v2,24
WETH-Remittix,dodo-v2,10
WETH-GAETZ,uniswap-v2,14
0x747...1420-WETH,uniswap-v2,20
ICHI-WETH 500 10 UNI-V3 LP,uniswap-v3,26
meme-WETH,uniswap-v2,233
BAOBAP-WETH,uniswap-v2,18
0x640...90dd-WETH,uniswap-v2,10
WSD-USDT,uniswap-v2,3
KLAUSA-WETH,uniswap-v2,8
XPAI-WETH,uniswap-v2,76
WETH-DOMA,uniswap-v2,2
DUSK-ABDS 10000 200 UNI-V3 LP,uniswap-v3,6
LUATS-WETH,uniswap-v2,250
PNODE-WETH,uniswap-v2,6
WETH-Burnt Hair 500 10 UNI-V3 LP,uniswap-v3,1
YTHO-WETH,uniswap-v2,1
Giraffe-WETH,uniswap-v2,68
WETH-OJ,uniswap-v2,4
USDT-ZYGO,pancakeswap-v2,3
DOPAMEME-WETH,uniswap-v2,285
USDC-MEME 3000 60  UNI-V4 LP,uniswap-v4,16
WETH-BLOB,uniswap-v2,39
JABBA-WETH,uniswap-v2,357
RYO-USDC,uniswap-v2,2
0x36b...f9ca-WETH,uniswap-v2,6
Broccoli-WETH 3000 60 UNI-V3 LP,uniswap-v3,3
AZR-WETH,uniswap-v2,2
$BTFD-USDC 10000 200  UNI-V4 LP,uniswap-v4,34
0x610...8049-WETH,uniswap-v2,7
WETH-0xe72...5796,sushiswap,3
OBAMA-WETH,uniswap-v2,8
TKP-PP,uniswap-v2,2
0x119...2ab9-WETH,uniswap-v2,21
0x1f6...aa16-WETH 10000 200 UNI-V3 LP,uniswap-v3,31
0xba2...6a2a-WETH,uniswap-v2,18
FLZ-WETH,uniswap-v2,4
0xb18...07d3-WETH,uniswap-v2,2
0x778...45f9-WETH,uniswap-v2,1
WETH-SeldonLycurgus,uniswap-v2,238
DJT47-WETH,uniswap-v2,3
WETH-Xchain,uniswap-v2,21
PicoDoge-WETH,uniswap-v2,10
WETH-FATTY,uniswap-v2,12
ROTTY-WETH,uniswap-v2,3
wCPH-WETH 10000 200 UNI-V3 LP,uniswap-v3,16
CHESS-WETH,uniswap-v2,1
FILS-WETH 2500 50 PCS-V3 LP,pancakeswap-v3,5
WBTC-MBCORE,uniswap-v2,18
TRIAD-WETH 3000 60 UNI-V3 LP,uniswap-v3,4
BULLETH-WETH 10000 200 UNI-V3 LP,uniswap-v3,32
USDC-TSUKA 10000 200 UNI-V3 LP,uniswap-v3,71
WDK-WETH,uniswap-v2,12
JEETKING-WETH,uniswap-v2,56
WETH-0xc55...8574,uniswap-v2,19
WETH-NEXA,uniswap-v2,6
USDC-USDT 33 1  UNI-V4 LP,uniswap-v4,3653
fwWBTC-WBTC 500 10  UNI-V4 LP,uniswap-v4,56
0x8b2...ab13-WETH,uniswap-v2,4
ETH-LIME 600000 12000  UNI-V4 LP,uniswap-v4,2
WETH-SADGE,uniswap-v2,2
WETH-DARKDOGEFATHER,uniswap-v2,159
WETH-0xd2f...a108,uniswap-v2,3
WETH-ASK,uniswap-v2,5
0x163...51fd-WETH,uniswap-v2,8
ATT-WETH,uniswap-v2,5
0x9a8...4a03-WETH,uniswap-v2,17
0x37e...9a82-WETH,uniswap-v2,48
0x79a...765a-WETH,uniswap-v2,52
MAGABET-WETH,uniswap-v2,8
0x1f1...6055-WETH 3000 60 UNI-V3 LP,uniswap-v3,7
SUS-WETH,uniswap-v2,3
PAXPEPE-WETH,uniswap-v2,2
WETH-PET,uniswap-v2,2
ICY-WETH,uniswap-v2,4
$V.I.T.A.L.I.K-WETH,uniswap-v2,8
KMB-WETH,uniswap-v2,4
PulseX-WETH,uniswap-v2,2
FLOKITO-WETH,uniswap-v2,103
KOMAINU-WETH,uniswap-v2,2
WETH-0xea9...5a76,uniswap-v2,5
WETH-CTC TEL,uniswap-v2,1
0x236...f763-WETH,uniswap-v2,163
ZeroSuit-WETH,uniswap-v2,135
WETH-0xc36...1dd6,uniswap-v2,18
AXOKAI-WETH,uniswap-v2,1
0x4a3...9521-WETH,uniswap-v2,9
CHIMERICA-WETH,uniswap-v2,17
WBTC-WETH 3000 60  UNI-V4 LP,uniswap-v4,2
UN-WETH,uniswap-v2,3
DGMAN-WETH,uniswap-v2,5
GALA-USDT 100 1 UNI-V3 LP,uniswap-v3,73
WETH-DOLLY,uniswap-v2,3
APLP-WETH,uniswap-v2,4
PIS-USDT,uniswap-v2,17
UNI-USDT 500 10 UNI-V3 LP,uniswap-v3,16
Crypto-WETH,uniswap-v2,5
PepeL1-WETH,uniswap-v2,9
TSTE-WETH,uniswap-v2,158
PSYNC-WETH,uniswap-v2,16
COPEPE-WETH,uniswap-v2,25
FALC-WETH,uniswap-v2,6
ETH-0x196...4d14 3000 60  UNI-V4 LP,uniswap-v4,1
WETH-HONEYLAND,uniswap-v2,2
ᒪᑌGᒪ-WETH,uniswap-v2,18
GROKE-WETH,uniswap-v2,60
0x1a2...5f8f-WETH,uniswap-v2,8
TGC-WETH 10000 200 UNI-V3 LP,uniswap-v3,87
ETH-v4Test 3000 60  UNI-V4 LP,uniswap-v4,39
ETH-BANKC 3000 60  UNI-V4 LP,uniswap-v4,19
ETH-SNT 3000 60  UNI-V4 LP,uniswap-v4,6
0x971...c2ad-WETH,uniswap-v2,513
FXN-USDC 900000 18000  UNI-V4 LP,uniswap-v4,1
WETH-Nietzsche,uniswap-v2,89
OBOL-WETH,uniswap-v2,894
WETH-$CHARLIE,uniswap-v2,1
GOOB-WETH,sushiswap,17
BTCBAY-ELON,uniswap-v2,4
WETH-MCQUEEN,uniswap-v2,5
WILK-WETH,uniswap-v2,6
CTurtle-WETH,uniswap-v2,3
zLOT-WETH,sushiswap,4
WETH-DOGEGUY,uniswap-v2,3
FOOD20-WETH,uniswap-v2,3
CAST-WETH,uniswap-v2,7
LV-USDT 10000 200 UNI-V3 LP,uniswap-v3,23
LIQ-WETH,uniswap-v2,20
WETH-veAethir,dodo-v2,4
CHROMA-WETH,uniswap-v2,3
WETH-BLOBBY,uniswap-v2,10
CGB-WETH,uniswap-v2,8
🐝BeeSwap-WETH,uniswap-v2,8
CP0X-WETH,uniswap-v2,3
WETH-0xeee...2079,uniswap-v2,15
0xb87...78b3-WETH,uniswap-v2,62
0x25d...b062-WETH,uniswap-v2,4
0x5ce...7b21-WETH,uniswap-v2,26
BHC-WETH 3000 60 UNI-V3 LP,uniswap-v3,27
0xa76...b5cf-WETH,uniswap-v2,21
$PEACH-WETH,uniswap-v2,161
OHM-FRAX 3000 60 UNI-V3 LP,uniswap-v3,7
LGND-WETH,uniswap-v2,29
BRDG-WETH,uniswap-v2,5
COMPY-WETH,uniswap-v2,64
LVM-CHOMPY 3000 60 UNI-V3 LP,uniswap-v3,10
Doofy-WETH,uniswap-v2,2
WETH-SMG,uniswap-v2,6
ETH-OIL 500 10  UNI-V4 LP,uniswap-v4,1
ETH-FUEL 50000 1000  UNI-V4 LP,uniswap-v4,21
ETH-BUNNI 0 40 0x0010d0d5db05933fa0d9f7038d365e1541a41888 UNI-V4 LP,uniswap-v4,5
HDAO-WETH,uniswap-v2,2
KUDAI-WETH,uniswap-v2,53
PIPPI-WETH,uniswap-v2,2
OAW-WETH,uniswap-v2,5
XDME-WETH,uniswap-v2,1
TRUMPOLL-WETH,uniswap-v2,1
WETH-GGG,uniswap-v2,3
FTX2-WETH,uniswap-v2,1
0xaa4...75f3-WETH,uniswap-v2,4
Mog-ZIK 10000 200 UNI-V3 LP,uniswap-v3,1
EBITA-WETH,uniswap-v2,2
0x4e0...d6f5-WETH,uniswap-v2,4
0x060...76bb-WETH,uniswap-v2,56
0x8e5...3881-WETH,uniswap-v2,6
FTD-WETH,uniswap-v2,2
0xa4f...7805-WETH,uniswap-v2,4
MLF-WETH,uniswap-v2,20
ETH-GTC 600000 12000  UNI-V4 LP,uniswap-v4,6
USDC-SOL 3000 60 UNI-V3 LP,uniswap-v3,15
WRAPT-WETH,uniswap-v2,2
0x603...d0b0-WETH,uniswap-v2,10
WETH-TRØLLHEIM,uniswap-v2,3
$ISHI-WETH,uniswap-v2,3
CHAMPZ-WETH,uniswap-v2,14
WETH-金紙,uniswap-v2,3
0x5ce...adae-WETH 3000 60 UNI-V3 LP,uniswap-v3,5
WETH-HASHCOIN,uniswap-v2,152
BTC-WETH 10000 200 UNI-V3 LP,uniswap-v3,14
TT-USDT,uniswap-v2,3
SWT-USDC,uniswap-v2,3
TARIFFPEPE-WETH,uniswap-v2,55
Ivan-WETH,uniswap-v2,10
0xb4e...3c53-WETH,uniswap-v2,2
WBTC-LARRY 500 10  UNI-V4 LP,uniswap-v4,4
WETH-EGG,sushiswap,4
0x4b2...5258-WETH,uniswap-v2,1
WETH-MRT,uniswap-v2,5
JINPOOH-WETH,uniswap-v2,2
🧊DXCUBE-WETH,uniswap-v2,10
BNSD-USDT,uniswap-v2,1
ChiefHopper-BONE,uniswap-v2,1
PEPESONS-WETH,uniswap-v2,4
ETH-STM 500 10  UNI-V4 LP,uniswap-v4,9
0xa95...4db2-WETH,uniswap-v2,6
0x110...634e-WETH,uniswap-v2,4
FAIR3-WETH,uniswap-v2,9
TRUE-WETH,uniswap-v2,8
T99-WETH,sushiswap,5
WETH-P三G三,uniswap-v2,2
USDs-USDC 3000 60  UNI-V4 LP,uniswap-v4,8
MINTAIR-WETH,uniswap-v2,125
FKHYDRA-WETH,uniswap-v2,2
Lilith-WETH,uniswap-v2,6
UNSTAKE-WETH,uniswap-v2,4
0x681...4f1b-WETH,uniswap-v2,4
WETH-ADOGE,uniswap-v2,45
ZEPE-WETH,uniswap-v2,10
ETH-0x4b9...8f7d 3000 60  UNI-V4 LP,uniswap-v4,3
Shaka-WETH,uniswap-v2,2
WETH-0xda5...3312,uniswap-v2,159
WETH-NECKY,uniswap-v2,50
UNI-DAI 3000 60  UNI-V4 LP,uniswap-v4,7
KP7R-WETH,uniswap-v2,1
BPRO-WETH 10000 200 UNI-V3 LP,uniswap-v3,6
TRIN-WETH,uniswap-v2,1
VERSX-WETH,uniswap-v2,20
imgnAI-WETH 3000 60 UNI-V3 LP,uniswap-v3,15
FRUIT MEMES-WETH,uniswap-v2,1
BEARBLCK-WETH,uniswap-v2,22
YEEZY-WETH,uniswap-v2,5
WETH-JUPANDA,uniswap-v2,53
SMURF-WETH,uniswap-v2,17
0x213...e534-WETH,uniswap-v2,4
CHEAP-WETH,uniswap-v2,7
FLIPR-WETH,uniswap-v2,2
0xa0f...f778-WETH,uniswap-v2,24
0x07d...7940-WETH,uniswap-v2,1
INSTAR-WETH,uniswap-v2,5
WETH-NEXG,uniswap-v2,2
WETH-0xf8f...4a86,uniswap-v2,6
WWWAA-WETH,uniswap-v2,6
SpaceDogs-WETH,uniswap-v2,74
0x8a7...8332-WETH,uniswap-v2,4
DNK-WETH,uniswap-v2,23
CRYPTOSAT-WETH,uniswap-v2,97
0x31e...6ca4-WETH,uniswap-v2,4
PEPEC2.0-WETH,uniswap-v2,1
USDC-AGV 10000 200 UNI-V3 LP,uniswap-v3,4
EGEX-WETH,uniswap-v2,5
MLP-WETH 10000 200 UNI-V3 LP,uniswap-v3,4
$MATFUR-WETH,uniswap-v2,5
0x1e7...9f5e-WETH,uniswap-v2,1
BTC1.5-WETH,uniswap-v2,4
0x6e1...185b-WETH,uniswap-v2,1
XĐOGE-WETH,uniswap-v2,1
WETH-0xc6b...4949,uniswap-v2,7
Eight Bit Shib-WETH,uniswap-v2,2
CHAL-WETH,uniswap-v2,1
0x7a4...e499-WETH,uniswap-v2,4
rETH-WETH,sushiswap,10
0x15f...8fc2-WETH,uniswap-v2,14
KEANU-SANSHU,uniswap-v2,4
WETH-ZOG,uniswap-v2,5
HAO-WETH,uniswap-v2,18
WETH-BRI,uniswap-v2,5
WBNB-wXSHB,uniswap-v2,1
JINGLE-WETH,uniswap-v2,160
ETH-APC 500000 10000  UNI-V4 LP,uniswap-v4,1
BrettAI-WETH,uniswap-v2,4
WETH-JOMON 10000 200 UNI-V3 LP,uniswap-v3,2
WETH-GIZU 500 10 UNI-V3 LP,uniswap-v3,1
WETH-ALGOMO,uniswap-v2,1
SCRATCH-WETH,uniswap-v2,3
SWARMSAI-WETH,uniswap-v2,11
MTR-WETH 10000 200 UNI-V3 LP,uniswap-v3,8
WETH-$BTCAI,uniswap-v2,8
WETH-ETS 10000 200 UNI-V3 LP,uniswap-v3,2
WETH-ERC223,uniswap-v2,4
do bitcoin-WETH,uniswap-v2,2
WETH-metalmask,uniswap-v2,4
0x3df...7cf2-WETH,uniswap-v2,7
WETH-TWUMP,uniswap-v2,143
XFIGHT-WETH,uniswap-v2,2
USDC-PORK,uniswap-v2,3
USDF1-USDT,uniswap-v2,1
HEX-WPLS 10000 200 UNI-V3 LP,uniswap-v3,9
ENTITY-WETH,uniswap-v2,5
ETH10-WETH,uniswap-v2,53
Nexie-WETH,uniswap-v2,7
WETH-DOGEMOON,uniswap-v2,53
WETH-DGNAI,uniswap-v2,3
WAIT-HEX 3000 60  UNI-V4 LP,uniswap-v4,17
0x7fc...ab74-WETH,uniswap-v2,1
WETH-ONIKUN,uniswap-v2,254
WETH-LUMI,uniswap-v2,12
WETH-CLAI,uniswap-v2,1
SHRUBS-WETH,uniswap-v2,4
WETH-TИWO,uniswap-v2,5
WETH-ROCKETAI,uniswap-v2,5
LZR-WETH 3000 60 UNI-V3 LP,uniswap-v3,2
SRM-SUSHI,sushiswap,2
RTRD-DRTR,uniswap-v2,2
ARBUZ-USDT 10000 200 UNI-V3 LP,uniswap-v3,5
KINGDOM-WETH,uniswap-v2,4
ETH-PROMPT 3000 60  UNI-V4 LP,uniswap-v4,87
ETH-GEX 880000 17600  UNI-V4 LP,uniswap-v4,2
WETH-XVT,uniswap-v2,2
0x956...1911-WETH,uniswap-v2,5
0x97f...128a-WETH,uniswap-v2,1
0x79e...24d0-WETH,uniswap-v2,2
SHIBATAMO-WETH,uniswap-v2,2
RIPS-WETH,uniswap-v2,1
SYSX-USDT,uniswap-v2,1
0x94d...7f0d-WETH,uniswap-v2,6
KIB-WETH,uniswap-v2,44
CHARLIE-WETH 10000 200 UNI-V3 LP,uniswap-v3,13
WETH-0xdb1...b05c,uniswap-v2,4
USD1-TRUTH 3000 60 UNI-V3 LP,uniswap-v3,9
DOGENFT-WETH,uniswap-v2,1
PT404-WETH,dodo-v2,1
WETH-RabbyFrog,uniswap-v2,19
Smudge-WETH,uniswap-v2,2
MARKKELLY-WETH,uniswap-v2,2
NEMINU-WETH,uniswap-v2,1
DEXT-XSP,uniswap-v2,1
KEKIUS-WETH,sushiswap,2
0x748...a843-WETH,uniswap-v2,2
0x70a...7394-WETH,uniswap-v2,4
AAVE-CRV,curve,4
Bigball-WETH,uniswap-v2,20
THS-WETH,uniswap-v2,1
MEMECC-WETH,uniswap-v2,1
ETH-0xa38...4b3e 3000 60  UNI-V4 LP,uniswap-v4,1
frogkoin-WETH,uniswap-v2,1
BITCONNECT2.0-WETH,uniswap-v2,4
FFLY-WETH,uniswap-v2,1
DTO-WETH,sushiswap,1
ETH-WEPE 2900 58  UNI-V4 LP,uniswap-v4,6
$JINLI-WETH,uniswap-v2,2
YZiLabs-WETH,uniswap-v2,20
PEPESCO-WETH,uniswap-v2,1
Pogki-WETH,uniswap-v2,3
NGN-WETH,sushiswap,4
ETH-BARS 900000 18000  UNI-V4 LP,uniswap-v4,1
DickCoin-WETH,uniswap-v2,20
ᒪᒪOᖇᗪ-WETH,uniswap-v2,2
CASPER  -WETH,uniswap-v2,1
ETH-PT-tETH-29MAY2025 900000 18000  UNI-V4 LP,uniswap-v4,2
PULI-WETH,uniswap-v2,4
AEO-WETH,uniswap-v2,1
Crew10-WETH,uniswap-v2,8
ETH-MYSTERY 10000 200  UNI-V4 LP,uniswap-v4,5
ETH-CADX 100 1  UNI-V4 LP,uniswap-v4,1
QTH-WETH,uniswap-v2,452
WETH-SPND,uniswap-v2,2
SciFi-WETH,uniswap-v2,15
APORY-WETH,uniswap-v2,1
URL-WETH,uniswap-v2,1
WETH-BGK,uniswap-v2,2
WETH-ΔS,uniswap-v2,1
WETH-PDEX 3000 60 UNI-V3 LP,uniswap-v3,1
BITL-WETH 3000 60 UNI-V3 LP,uniswap-v3,4
Data-WETH,uniswap-v2,1
WETH-FML,uniswap-v2,53
HOTPOT-WETH 10000 200 UNI-V3 LP,uniswap-v3,156
YMEM-WETH,uniswap-v2,4
ETHER-FATMOM,uniswap-v2,5
0xb8a...13b1-WETH,uniswap-v2,5
Edits-WETH,uniswap-v2,1
ORDS-WETH,uniswap-v2,2015
WHITE-USDC,uniswap-v2,110897
wTAO-WETH 3000 60 UNI-V3 LP,uniswap-v3,69042
0x784...0e21-WETH,uniswap-v2,1024
HAM-WETH,uniswap-v2,81
WETH-PEPE6900,uniswap-v2,23
WETH-USDT,shibaswap,9608
WETH-SYNT,uniswap-v2,6481
$ADS-WETH 3000 60 UNI-V3 LP,uniswap-v3,3598
WETH-SHELL 10000 200 UNI-V3 LP,uniswap-v3,1225
LYXe-WETH 3000 60 UNI-V3 LP,uniswap-v3,1618
BST-WETH,uniswap-v2,5387
WETH-PEEZY,uniswap-v2,970
WETH-MIND,uniswap-v2,3017
XCHF-USDT 500 10 UNI-V3 LP,uniswap-v3,132
WUSD-WETH,uniswap-v2,6
OBT-WETH,uniswap-v2,1505
FU-WETH 10000 200 UNI-V3 LP,uniswap-v3,510
BYTES-WETH 10000 200 UNI-V3 LP,uniswap-v3,8616
WAXE-WETH,uniswap-v2,415
GLUTEU-WETH,uniswap-v2,1279
EEFI-WETH 10000 200 UNI-V3 LP,uniswap-v3,3284
MPL-USDC,uniswap-v2,3791
FXS-frxETH,fraxswap,3060
WETH-HORNYJAIL,uniswap-v2,467
SGR-WETH,uniswap-v2,703
WEB-WETH,uniswap-v2,5968
BTCPEP-WETH,uniswap-v2,54
XAI-WETH,uniswap-v2,1970
RBX-WETH 3000 60 UNI-V3 LP,uniswap-v3,716
PDA-WETH 3000 60 UNI-V3 LP,uniswap-v3,2843
PNDC-DI 10000 200 UNI-V3 LP,uniswap-v3,851
SHIN-WETH,uniswap-v2,373
WETH-0xf4c...2ad6,uniswap-v2,465
FARM-PHTR,sushiswap,382
MX-WETH,uniswap-v2,1738
ORE-WETH,uniswap-v2,313
